artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature
GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,2021-08-13,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,2022-07-01,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,spotify:track:3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/tracks/3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/audio-analysis/3CIyK1V4JEJkg02E4EJnDl,173381,4
MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,2012,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,spotify:track:6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/tracks/6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/audio-analysis/6FE2iI43OZnszFLuLtvvmg,175427,4
Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,2017-06-02,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4
Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3,2016-01-28,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,spotify:track:4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/tracks/4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/audio-analysis/4pAl7FkDMNBsjykPXo91B3,191600,4
Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,2014-03-03,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,spotify:track:60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/tracks/60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/audio-analysis/60nZcImufyMA1MKQY3dcCH,232720,4
Snow Patrol,Chasing Cars,5hnyJvgoWiQUYZttV4wXy6,2006-01-01,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47E-05,0.132,0.144,104.011,spotify:track:5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,267960,4
Jonas Brothers,Sucker,22vgEDb5hykfaTwLuskFGD,2019-06-07,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027,4
24kGoldn,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,2021-03-26,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533,4
Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,2018-08-03,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557,4
Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4
Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,2016-06-16,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4
Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,2018-04-27,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
Adele,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,2011-01-24,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,spotify:track:73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi,242974,4
Vance Joy,Riptide,3JvrhDOgAt6p7K8mDyZwRd,2014-09-09,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4
Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,2018-11-09,0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,spotify:track:2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,189467,4
Luis Fonsi,Despacito,6habFhsOp2NvshLv26DqMb,2019-02-01,0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4
5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,2018-06-15,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
Christina Perri,A Thousand Years,6lanRgr6wXibZr8KgzXxBl,2011-10-18,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120,3
Ariana Grande,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,2019-02-08,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4
Taylor Swift,Blank Space,1p80LdxRV74UKvL8gnD7ky,2014-10-27,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64E-06,0.13,0.583,96.006,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827,4
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,2021-07-23,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4
Selena Gomez,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4
The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,2016-02-05,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4
Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,2015-01-20,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,spotify:track:04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,228360,4
Martin Garrix,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,2016-07-29,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4
Lil Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,2019-08-30,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240,4
Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,2017-04-27,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4
Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,2019-07-26,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4
Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,2017-07-28,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000,4
Jason Mraz,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,2008-05-12,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4
Shawn Mendes,Mercy,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,spotify:track:0AS63m1wHv9n4VVRizK6Hc,https://api.spotify.com/v1/tracks/0AS63m1wHv9n4VVRizK6Hc,https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc,208733,4
Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,2021-06-25,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4
Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,spotify:track:7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,180823,4
Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,2018-01-12,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,217307,4
Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,2020-09-18,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4
Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,2018-03-09,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,spotify:track:2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ,260285,4
Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3,2013-09-27,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4
NF,Let You Down,52okn5MNA47tk87PeZJLEL,2017-10-06,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120,4
Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,2014-09-02,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013,4
Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,2018-11-30,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc,180522,4
Adele,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,2011-01-24,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,spotify:track:1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk,228093,4
The Fray,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
Juice WRLD,Robbery,6iaSML1PIYq936g62BDtBq,2019-03-08,0.623,0.692,2,-5.122,1,0.0504,0.328,0,0.153,0.566,79.899,spotify:track:6iaSML1PIYq936g62BDtBq,https://api.spotify.com/v1/tracks/6iaSML1PIYq936g62BDtBq,https://api.spotify.com/v1/audio-analysis/6iaSML1PIYq936g62BDtBq,240051,4
Zedd,The Middle,09IStsImFySgyp0pIQdqAc,2018-01-23,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4
Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,2019-01-24,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,spotify:track:5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,193227,4
Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,2021-09-17,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704,4
Robin Schulz,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,2015-09-25,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,spotify:track:5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,219043,4
Zara Larsson,Lush Life,1rIKgCH4H52lrvDcz50hS8,2017-03-17,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,201122,4
Arctic Monkeys,505,58ge6dfP91o9oXMzq3XkIS,2007-04-24,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4
Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,2017-06-02,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,spotify:track:76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,217947,4
Kendrick Lamar,DNA.,6HZILIRieu8S0iqY8kIKhj,2017-04-14,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4
Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,2018-11-09,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,196400,4
Shawn Mendes,Señorita,0TK2YIli7K1leLovkQiNik,2019-06-21,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,190960,4
Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4
Ali Gatie,It's You,5DqdesEfbRyOlSS3Tf6c29,2019-11-08,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29,212607,4
Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,2018-06-08,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,184560,4
Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,2020-07-03,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14E-05,0.0489,0.905,122.953,spotify:track:6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,166028,4
Adele,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,2011-01-24,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/tracks/1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/audio-analysis/1zwMYTA5nlNjZxYrvBB2pV,285240,4
Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,2018-06-29,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,https://api.spotify.com/v1/tracks/3CA9pLiwRIGtUBiMjbZmRw,https://api.spotify.com/v1/audio-analysis/3CA9pLiwRIGtUBiMjbZmRw,210747,4
Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,2014-10-14,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,spotify:track:0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN,199387,4
Michael Jackson,Billie Jean,7J1uxwnxfQLu4APicE5Rnj,1982-11-30,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,spotify:track:7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/tracks/7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/audio-analysis/7J1uxwnxfQLu4APicE5Rnj,294227,4
Miley Cyrus,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,2009-01-01,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,202067,4
Tiësto,The Business,6f3Slt0GbA2bPZlz0aIFXN,2020-09-16,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,2018-12-14,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,spotify:track:3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/tracks/3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/audio-analysis/3e7sxremeOE3wTySiOhGiP,239000,4
Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,2018-04-06,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,spotify:track:58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,253390,4
Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,2020-07-03,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
Nirvana,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,1991-09-26,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
Lord Huron,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,2015-04-07,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,208212,3
