GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100340,224,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,17,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,276,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-207,159,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,284,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,12,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,22,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,323,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,17,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,66,27,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,328,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,4,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,341,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,1,332,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,47,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,16,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-192,216,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,394,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,118,227,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-4,126,1,1,20211203,GSW,PHX
Shot Chart Detail,22100340,414,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,52,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,480,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,11,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,74,247,1,0,20211203,GSW,PHX
Shot Chart Detail,22100340,500,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,17,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,49,1,0,20211203,GSW,PHX
Shot Chart Detail,22100346,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,51,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-192,130,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,236,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,2,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,137,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,151,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,19,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,168,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,50,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,47,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,216,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,37,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-97,265,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,263,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,328,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,23,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,3,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,374,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,232,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,158,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,456,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,239,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,470,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,16,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,480,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,165,192,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,495,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,117,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,505,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,37,112,360,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,522,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,75,285,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,-36,237,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,593,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-40,147,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,595,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,212,121,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,601,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,49,240,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,620,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-203,129,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,623,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20211204,GSW,SAS
Shot Chart Detail,22100346,641,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-230,72,1,0,20211204,GSW,SAS
Shot Chart Detail,22100346,665,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-89,219,1,0,20211204,GSW,SAS
Shot Chart Detail,22100361,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,22,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-119,69,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,35,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,45,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,33,313,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,55,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,6,281,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,153,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,36,-6,366,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,26,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,20,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,53,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,19,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,295,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,5,269,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,316,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,53,1,534,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,44,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-6,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-185,205,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,216,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-181,260,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-3,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,34,285,1,1,20211206,GSW,ORL
Shot Chart Detail,22100361,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-180,231,1,0,20211206,GSW,ORL
Shot Chart Detail,22100361,555,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-213,146,1,0,20211206,GSW,ORL
Shot Chart Detail,22100376,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,218,142,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,25,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,4,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,178,195,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,172,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,223,130,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,166,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-203,163,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,169,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,31,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-44,64,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,193,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-223,186,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,210,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,159,260,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,216,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-192,211,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-156,209,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,33,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,44,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,210,131,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,362,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,173,235,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,364,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,124,250,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,222,176,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,480,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,9,290,1,0,20211208,GSW,POR
Shot Chart Detail,22100376,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,4,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,19,1,1,20211208,GSW,POR
Shot Chart Detail,22100376,536,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,0,1,0,20211208,GSW,POR
Shot Chart Detail,22100396,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,18,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,65,33,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-21,197,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,55,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,26,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,49,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,12,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,150,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-44,264,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,158,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,115,105,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,169,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-181,168,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,293,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,137,220,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,301,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,21,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,303,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-125,256,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,312,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-42,252,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-93,242,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,347,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-34,247,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,491,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,190,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,533,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,129,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,556,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,19,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,577,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-66,262,1,1,20211211,PHI,GSW
Shot Chart Detail,22100396,593,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,158,190,1,0,20211211,PHI,GSW
Shot Chart Detail,22100396,611,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,-7,1,0,20211211,PHI,GSW
Shot Chart Detail,22100405,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,147,1,0,20211213,IND,GSW
Shot Chart Detail,22100405,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,29,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,9,1,1,20211213,IND,GSW
Shot Chart Detail,22100405,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-228,87,1,0,20211213,IND,GSW
Shot Chart Detail,22100405,201,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-56,256,1,0,20211213,IND,GSW
