GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22100837,198,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-26,288,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,7,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-82,180,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,83,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,221,139,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,320,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,94,307,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,323,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,234,102,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,334,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,205,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,33,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,21,122,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,45,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,227,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,203,221,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,433,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,176,219,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,0,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,54,159,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,553,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,18,277,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,561,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,161,226,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,624,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,8,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,627,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,23,274,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,104,117,1,1,20220210,GSW,NYK
Shot Chart Detail,22100837,644,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,41,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,64,14,1,0,20220210,GSW,NYK
Shot Chart Detail,22100837,650,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,9,1,1,20220210,GSW,NYK
Shot Chart Detail,22100854,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-162,262,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,2,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,20,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,130,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-22,202,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,133,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-206,211,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,137,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,48,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-64,92,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,145,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,150,239,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,250,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,51,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-6,86,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,331,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,73,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,340,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,39,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,55,43,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,343,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,10,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-49,96,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,348,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,110,508,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,389,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,48,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-47,260,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,444,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,199,204,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,28,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,152,268,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,666,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,9,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,25,1,0,20220212,GSW,LAL
Shot Chart Detail,22100854,707,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,46,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,30,1,1,20220212,GSW,LAL
Shot Chart Detail,22100854,716,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-105,261,1,0,20220212,GSW,LAL
Shot Chart Detail,22100866,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,24,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,23,116,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,4,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-56,112,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,56,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,154,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,226,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-165,242,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-88,259,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,168,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,186,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,4,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,88,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,189,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,169,209,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,42,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-40,176,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,281,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,57,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-98,283,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,317,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,115,258,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,15,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,124,304,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-135,256,1,0,20220214,LAC,GSW
Shot Chart Detail,22100866,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,4,268,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,476,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,118,268,1,1,20220214,LAC,GSW
Shot Chart Detail,22100866,482,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-186,229,1,0,20220214,LAC,GSW
Shot Chart Detail,22100883,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-2,285,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,43,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-99,183,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,27,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,176,215,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-163,238,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,170,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,53,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,28,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,178,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,55,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,39,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,188,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,48,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-113,174,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,46,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,12,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,329,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,4,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-4,288,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,347,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,23,256,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,24,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,387,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,0,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,425,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-191,114,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,195,245,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,571,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,37,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,5,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,590,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,89,185,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,604,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,55,42,1,1,20220216,GSW,DEN
Shot Chart Detail,22100883,670,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,168,1,0,20220216,GSW,DEN
Shot Chart Detail,22100883,678,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,5,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,157,88,1,1,20220216,GSW,DEN
Shot Chart Detail,22100894,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,153,200,1,0,20220224,POR,GSW
Shot Chart Detail,22100894,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,18,83,1,1,20220224,POR,GSW
Shot Chart Detail,22100894,90,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,22,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,236,1,1,20220224,POR,GSW
Shot Chart Detail,22100894,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,57,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,59,250,1,0,20220224,POR,GSW
Shot Chart Detail,22100894,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,19,1,0,20220224,POR,GSW
Shot Chart Detail,22100894,237,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,15,1,1,20220224,POR,GSW
Shot Chart Detail,22100894,337,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,7,282,1,1,20220224,POR,GSW
Shot Chart Detail,22100894,341,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,38,1,1,20220224,POR,GSW
Shot Chart Detail,22100894,363,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-97,304,1,0,20220224,POR,GSW
Shot Chart Detail,22100894,376,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-21,288,1,0,20220224,POR,GSW
Shot Chart Detail,22100894,451,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,8,1,0,20220224,POR,GSW
Shot Chart Detail,22100917,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,17,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-181,167,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,131,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,35,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-214,173,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,10,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-108,63,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,23,110,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,290,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,56,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,92,102,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,312,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,10,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,150,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,210,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-21,200,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,22,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,63,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,5,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,21,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,474,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-9,122,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,568,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,85,234,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,572,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,143,220,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,630,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,44,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,100,94,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,652,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,58,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,29,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,656,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,671,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,0,309,1,0,20220227,GSW,DAL
Shot Chart Detail,22100917,673,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,165,239,1,1,20220227,GSW,DAL
Shot Chart Detail,22100917,700,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,2,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-93,318,1,0,20220227,GSW,DAL
Shot Chart Detail,22100930,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,54,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,-5,1,0,20220301,MIN,GSW
Shot Chart Detail,22100930,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,103,242,1,0,20220301,MIN,GSW
Shot Chart Detail,22100930,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,238,1,0,20220301,MIN,GSW
Shot Chart Detail,22100930,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,197,146,1,1,20220301,MIN,GSW
Shot Chart Detail,22100930,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,220,1,0,20220301,MIN,GSW
